Item,Item Description,Planner,Order Type,Order#,Ln#,Ordered Date,Line Creation Date,Line Update Date,Request Date,Schedule Date,Promise Date,Open Qty,Price,Extended Price,Item Cost ,Material Cost,Material OH Cost,Resource Cost,Overhead Cost,OSP Cost,Customer Name,Address Line 1,Address Line 2,Address Line 3,Address Line 4
YT170580-901,CAC ABT 1012 - 16.43 15.000,6,YTS-DOMESTIC,561576,1,30-JUN-20,21-AUG-20,21-AUG-20,02-SEP-20,28-AUG-20,28-AUG-20,1,"1,007.00","1,068.00",782.20,338.12,,81.65,362.43,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT170580-901,CAC ABT 1012 - 16.43 15.000,6,YTS-DOMESTIC,561576,1,30-JUN-20,21-AUG-20,21-AUG-20,02-SEP-20,28-AUG-20,28-AUG-20,1,"1,007.00","1,068.00",782.20,338.12,,81.65,362.43,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT170580-901,CAC ABT 1012 - 16.43 15.000,6,YTS-DOMESTIC,561576,1,30-JUN-20,21-AUG-20,21-AUG-20,02-SEP-20,28-AUG-20,28-AUG-20,1,"1,007.00","1,068.00",782.20,338.12,,81.65,362.43,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT170580-901,CAC ABT 1012 - 16.43 15.000,6,YTS-DOMESTIC,561575,1,30-JUN-20,30-JUN-20,02-JUL-20,08-SEP-20,04-SEP-20,04-SEP-20,2,"1,007.00","2,136.00",782.20,338.12,,81.65,362.43,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT184674-901,CAP FILLER(THR'D - ),1,YTS-DOMESTIC,561950,1,19-AUG-20,19-AUG-20,20-AUG-20,30-OCT-20,21-OCT-20,21-OCT-20,25,120.00,"3,000.00",60.81,58.02,,0.80,1.99,,Joy Global Longview Operations LLC,5410 WEST LOOP 281,"Longview,TX 75603 - US",,
YT184674-901,CAP FILLER(THR'D - ),1,YTS-DOMESTIC,561936,1,18-AUG-20,18-AUG-20,20-AUG-20,18-NOV-20,12-NOV-20,12-NOV-20,6,120.00,720.00,60.81,58.02,,0.80,1.99,,JOY GLOBAL SURFACE MINING INC,HOWELL AVENUE RECEIVING DOCK,10001 S HOWELL AVENUE,"Oak Creek,WI 53154 - US",
YT195012,14 PSI PRESSURE CAP STANT#ADX-0438,PC,YTS-DOMESTIC,561942,2,18-AUG-20,18-AUG-20,20-AUG-20,18-SEP-20,11-SEP-20,11-SEP-20,20,8.00,160.00,3.66,3.66,,,,,KOHLER CO,KOHLER POWER SYSTMS BLDG 607,900 HIGHLAND DRIVE,"Kohler,WI 53044 - US",
YT224867-001,CAC ABT 10.5-10 - 18.114 18.467 1PC CORR PAL PK,6,YTS-DOMESTIC,561591,1,01-JUL-20,01-JUL-20,02-JUL-20,17-SEP-20,11-SEP-20,11-SEP-20,2,"1,387.00","2,916.00","1,599.59",761.65,,140.29,649.65,48.00,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT224868-901,TANK CSTG TANK IN/OUT 12.62 24.18 GMLG 8357355,1,YTS-DOMESTIC,557566,1,06-AUG-20,12-JUL-19,06-AUG-20,07-AUG-20,28-AUG-20,28-AUG-20,1,870.00,870.00,524.96,249.96,,52.52,174.48,48.00,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT226344,SEAL O RING - +MILG21610TP1 RBR .087 .644ID,DU,YTS-DOMESTIC,561439,1,11-JUN-20,11-JUN-20,25-JUN-20,14-SEP-20,04-SEP-20,04-SEP-20,463,4.00,"1,852.00",0.44,0.44,,,,,FAIRBANKS MORSE ENG DIV,FAIRBANKS MORSE LLC,701 WHITE AVENUE,"Beloit,WI 53511 - US",
YT231299,COR HDR ABG 1416 - INDIV BOXED 4 PC PALLET PACK,8,YTS-DOMESTIC,561297,1,10-JUN-20,21-AUG-20,21-AUG-20,04-SEP-20,04-SEP-20,04-SEP-20,4,"3,483.00","13,932.00","2,344.24","1,176.54",,220.75,946.95,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT231299,COR HDR ABG 1416 - INDIV BOXED 4 PC PALLET PACK,8,YTS-DOMESTIC,561297,1,10-JUN-20,21-AUG-20,21-AUG-20,04-SEP-20,04-SEP-20,04-SEP-20,10,"3,483.00","34,830.00","2,344.24","1,176.54",,220.75,946.95,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT231299,COR HDR ABG 1416 - INDIV BOXED 4 PC PALLET PACK,8,YTS-DOMESTIC,561297,1,10-JUN-20,19-AUG-20,21-AUG-20,04-SEP-20,04-SEP-20,04-SEP-20,4,"3,483.00","13,932.00","2,344.24","1,176.54",,220.75,946.95,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT231299,COR HDR ABG 1416 - INDIV BOXED 4 PC PALLET PACK,8,YTS-DOMESTIC,561298,1,07-AUG-20,28-MAY-20,07-AUG-20,07-JUL-20,11-SEP-20,11-SEP-20,2,"2,264.98","4,529.96","2,344.24","1,176.54",,220.75,946.95,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT231299,COR HDR ABG 1416 - INDIV BOXED 4 PC PALLET PACK,8,YTS-DOMESTIC,561299,1,07-AUG-20,28-MAY-20,07-AUG-20,07-JUL-20,11-SEP-20,11-SEP-20,5,"2,264.98","11,324.90","2,344.24","1,176.54",,220.75,946.95,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT231299,COR HDR ABG 1416 - INDIV BOXED 4 PC PALLET PACK,8,YTS-DOMESTIC,560997,1,07-AUG-20,28-APR-20,07-AUG-20,07-JUL-20,18-SEP-20,18-SEP-20,6,"2,264.98","13,589.88","2,344.24","1,176.54",,220.75,946.95,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT231299,COR HDR ABG 1416 - INDIV BOXED 4 PC PALLET PACK,8,YTS-DOMESTIC,561315,1,07-AUG-20,29-MAY-20,07-AUG-20,07-AUG-20,18-SEP-20,18-SEP-20,9,"2,264.98","20,384.82","2,344.24","1,176.54",,220.75,946.95,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT231299,COR HDR ABG 1416 - INDIV BOXED 4 PC PALLET PACK,8,YTS-DOMESTIC,561578,1,06-AUG-20,30-JUN-20,06-AUG-20,08-SEP-20,23-SEP-20,23-SEP-20,4,"2,264.98","9,059.92","2,344.24","1,176.54",,220.75,946.95,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT231299,COR HDR ABG 1416 - INDIV BOXED 4 PC PALLET PACK,8,YTS-DOMESTIC,561814,1,05-AUG-20,29-JUL-20,05-AUG-20,07-OCT-20,02-OCT-20,02-OCT-20,2,"2,264.98","4,529.96","2,344.24","1,176.54",,220.75,946.95,,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT235193,ID TAG YT NAMEPLATE 3.12 8.00 .003 ALUM FOIL ADH,ID,YTS-DOMESTIC,560788,3,08-APR-20,08-APR-20,13-AUG-20,18-SEP-20,18-SEP-20,18-SEP-20,1,0.00,0.00,1.20,1.20,,,,,OHIO CAT,900 KEN MAR INDUSTRIAL PARKWAY,ATTN: TIM BUB,"Broadview Heights,OH 44147 - US",
YT240150-811,MOC 3 AALS 92 - 16.75 33.00 STD CRATE,3,YTS-INTERNATIONAL,561799,1,28-JUL-20,28-JUL-20,28-JUL-20,28-JUL-20,28-AUG-20,28-AUG-20,1,488.56,488.56,653.20,51.49,,129.58,472.14,,DOUGLAS THERMAL PRODUCTS,1205 TWINNEY DRIVE #10,"NEWMARKET,CANADA L3Y 9C9 - CA",,
YT240150-811,MOC 3 AALS 92 - 16.75 33.00 STD CRATE,3,YTS-DOMESTIC,561921,1,13-AUG-20,13-AUG-20,18-AUG-20,18-SEP-20,18-SEP-20,18-SEP-20,2,551.60,"1,103.20",653.20,51.49,,129.58,472.14,,HYDRADYNE HYDRAULICS,16315 MARKET STREET,"Channelview,TX 77530 - US",,
YT249981,F-301-HY-2P-CNT-B M10308,T,YTS-INTERNATIONAL,561729,1,21-JUL-20,21-JUL-20,21-JUL-20,14-SEP-20,04-SEP-20,04-SEP-20,4,"1,086.00","4,344.00",685.28,301.69,,72.58,311.01,,WESCO SPS,C/O PANALPINA INC,19409 KENSWICK DRIVE,"Humble,TX 77338 - US",
YT249981,F-301-HY-2P-CNT-B M10308,T,YTS-DOMESTIC,561938,1,18-AUG-20,18-AUG-20,20-AUG-20,05-OCT-20,30-SEP-20,30-SEP-20,1,863.04,863.04,685.28,301.69,,72.58,311.01,,PRO DYNE CORP,16 PAINTER STREET,"MUNCY,PA 17756 - US",,
YT260544,F-502-DR-2P-CNT-B,T,YTS-DOMESTIC,561897,1,11-AUG-20,11-AUG-20,13-AUG-20,21-SEP-20,14-SEP-20,14-SEP-20,1,"1,654.16","1,654.16","1,322.99",588.15,,139.77,595.07,,C H BULL CO,14845 W 64TH AVE,"ARVADA,CO 80007 - US",,
YT262915,F-502-EY-4P-CNT-B,T,YTS-INTERNATIONAL,561873,3,07-AUG-20,07-AUG-20,11-AUG-20,25-SEP-20,30-SEP-20,30-SEP-20,10,"1,523.96","15,239.60","1,330.22",624.57,,134.25,571.40,,DOUGLAS THERMAL PRODUCTS,1205 TWINNEY DRIVE #10,"NEWMARKET,CANADA L3Y 9C9 - CA",,
YT263464,F-604-DR-4P-CNT-B M10216,T,YTS-DOMESTIC,561869,1,06-AUG-20,06-AUG-20,11-AUG-20,24-SEP-20,18-SEP-20,18-SEP-20,1,"2,503.56","2,503.56","2,280.90","1,159.04",,212.79,909.07,,PRO DYNE CORP,1805 CORLIES AVE (RT.33),"Neptune,NJ 07753 - US",,
YT266621,SSF-302-EY-1P,T,YTS-DOMESTIC,561727,1,20-JUL-20,20-JUL-20,21-JUL-20,14-SEP-20,08-SEP-20,08-SEP-20,1,"2,671.00","2,671.00","1,406.07",501.81,,167.82,736.44,,FUTAMURA USA INC,6000 SE 2ND,"Tecumseh,KS 66542 - US",,
YT269441,KIT ZN ANODES-12 - .375 NPTF HEX HD,T,YTS-DOMESTIC,561924,1,13-AUG-20,13-AUG-20,18-AUG-20,11-SEP-20,11-SEP-20,11-SEP-20,16,156.80,"2,508.80",32.34,22.63,,1.83,7.88,,PRO DYNE CORP,88 CANAL ROAD,"FAIRLESS HILLS,PA 19030 - US",,
YT269441,KIT ZN ANODES-12 - .375 NPTF HEX HD,T,YTS-INTERNATIONAL,561873,1,07-AUG-20,07-AUG-20,11-AUG-20,25-SEP-20,18-SEP-20,18-SEP-20,10,156.80,"1,568.00",32.34,22.63,,1.83,7.88,,DOUGLAS THERMAL PRODUCTS,1205 TWINNEY DRIVE #10,"NEWMARKET,CANADA L3Y 9C9 - CA",,
YT269449,KIT GASKET - F-500-4P,T,YTS-INTERNATIONAL,561873,4,07-AUG-20,07-AUG-20,11-AUG-20,25-SEP-20,18-SEP-20,18-SEP-20,2,152.00,304.00,30.15,22.07,,1.53,6.56,,DOUGLAS THERMAL PRODUCTS,1205 TWINNEY DRIVE #10,"NEWMARKET,CANADA L3Y 9C9 - CA",,
YT271509-901,BRG SHAFT ASM,1,YTS-PARTS-DOMESTIC,561851,1,04-AUG-20,04-AUG-20,06-AUG-20,22-SEP-20,21-SEP-20,21-SEP-20,1,"1,395.00","1,395.00",939.97,684.93,,34.99,106.65,113.40,CATERPILLAR INC,C/O SC2 AIRPORT - DT4752,6409 W. SMITHVILLE RD,"BARTONVILLE,IL 61607 - US",
YT271509-901,BRG SHAFT ASM,1,YTS-DOMESTIC,561872,1,10-AUG-20,06-AUG-20,11-AUG-20,02-OCT-20,23-SEP-20,23-SEP-20,2,"1,437.00","2,874.00",939.97,684.93,,34.99,106.65,113.40,SOLAR TURBINES INC,7300 OAKLEY INDUSTRIAL BLVD,"Fairburn,GA 30213 - US",,
YT278354,HF-810-TR-1P-CNT-B M11515,T,YTS-DOMESTIC,561953,1,19-AUG-20,19-AUG-20,20-AUG-20,23-SEP-20,30-SEP-20,30-SEP-20,1,"5,699.04","5,699.04","5,154.92","4,112.47",,196.77,845.68,,DEHN ENGINEERING SALES CO,4600 EAST MARGINAL WAY S.,"Seattle,WA 98134 - US",,
YT281555-901,GASKET I/O 24.00 26.19 .062 TS9016,1,YTS-DOMESTIC,561382,1,04-JUN-20,04-JUN-20,09-JUN-20,09-SEP-20,31-AUG-20,31-AUG-20,100,125.00,"12,500.00",49.44,21.31,,7.68,20.45,,FAIRBANKS MORSE ENG DIV,FAIRBANKS MORSE LLC,701 WHITE AVENUE,"Beloit,WI 53511 - US",
YT281556-901,GASKET RETURN 24.00 26.19 .062 TS9016,1,YTS-DOMESTIC,561633,1,07-JUL-20,07-JUL-20,09-JUL-20,08-OCT-20,01-OCT-20,01-OCT-20,29,125.00,"3,625.00",49.14,21.31,,7.62,20.21,,FAIRBANKS MORSE ENG DIV,FAIRBANKS MORSE LLC,701 WHITE AVENUE,"Beloit,WI 53511 - US",
YT299892,F-608-AY-2P-CNT,T,YTS-DOMESTIC,561321,1,29-MAY-20,29-MAY-20,02-JUN-20,01-SEP-20,01-SEP-20,01-SEP-20,6,"3,164.48","18,986.88","2,530.28","1,489.55",,197.47,843.25,,PRO DYNE CORP,TROLA DYNE DIVISION,7 INTERCHANGE PLACE,"York,PA 17406 - US",
YT299892,F-608-AY-2P-CNT,T,YTS-INTERNATIONAL,561798,1,27-JUL-20,27-JUL-20,28-JUL-20,14-SEP-20,08-SEP-20,08-SEP-20,1,"3,164.48","3,164.48","2,530.28","1,489.55",,197.47,843.25,,PRO DYNE CORP,WILL ADVISE,"PHOENIXVILLE,PA 19460 - US",,
YT301561,HOCS 1000 ELEC (G),3,YTS-DOMESTIC,561504,1,10-AUG-20,18-JUN-20,10-AUG-20,19-OCT-20,30-OCT-20,30-OCT-20,2,"15,560.00","31,120.00","3,339.67","3,175.63",,33.05,130.99,0.00,SOLAR TURBINES INC,7300 OAKLEY INDUSTRIAL BLVD,"Fairburn,GA 30213 - US",,
YT304307-901,GASKET RECT 20.31 29.50 .062 TN9001,1,YTS-DOMESTIC,561952,1,19-AUG-20,19-AUG-20,20-AUG-20,18-SEP-20,11-SEP-20,11-SEP-20,13,153.60,"1,996.80",67.23,38.75,,7.75,20.74,,PRO DYNE CORP,136 GREEN TREE ROAD,SUITE 100,"Phoenixville,PA 19460 - US",
YT307008,HF-201-HY-1P,T,YTS-DOMESTIC,561922,1,13-AUG-20,13-AUG-20,18-AUG-20,24-SEP-20,17-SEP-20,17-SEP-20,1,621.86,621.86,533.34,128.41,,76.48,328.45,,DEHN ENGINEERING SALES CO,6032 N CUTTER CIRCLE,UNIT 420,"Portland,OR 97217 - US",
YT307008,HF-201-HY-1P,T,YTS-DOMESTIC,561923,1,13-AUG-20,13-AUG-20,18-AUG-20,24-SEP-20,17-SEP-20,17-SEP-20,4,621.86,"2,487.44",533.34,128.41,,76.48,328.45,,DEHN ENGINEERING SALES CO,6032 N CUTTER CIRCLE,UNIT 420,"Portland,OR 97217 - US",
YT307008,HF-201-HY-1P,T,YTS-DOMESTIC,561934,1,17-AUG-20,17-AUG-20,18-AUG-20,17-AUG-20,17-SEP-20,17-SEP-20,1,621.86,621.86,533.34,128.41,,76.48,328.45,,NORMAN EQUIPMENT,16150 WEST ROGERS DRIVE,"New Berlin,WI 53151 - US",,
YT307008,HF-201-HY-1P,T,YTS-DOMESTIC,561949,1,19-AUG-20,19-AUG-20,20-AUG-20,19-AUG-20,18-SEP-20,18-SEP-20,1,621.86,621.86,533.34,128.41,,76.48,328.45,,NORMAN EQUIPMENT,16150 WEST ROGERS DRIVE,"New Berlin,WI 53151 - US",,
YT307142,F-503-EY-1P M11693,T,YTS-DOMESTIC,561806,1,28-JUL-20,28-JUL-20,30-JUL-20,14-SEP-20,14-SEP-20,14-SEP-20,1,"1,425.38","1,425.38","1,228.35",516.18,,135.48,576.68,,PRO DYNE CORP,136 GREEN TREE ROAD,SUITE 100,"Phoenixville,PA 19460 - US",
YT307168,HF-502-HY-4P   M11696,T,YTS-DOMESTIC,561858,1,05-AUG-20,05-AUG-20,06-AUG-20,10-SEP-20,03-SEP-20,03-SEP-20,1,"1,602.70","1,602.70","1,325.33",598.68,,138.23,588.41,,C H BULL CO,14845 W 64TH AVE,"ARVADA,CO 80007 - US",,
YT307369,F-602-AY-1P M11712,T,YTS-DOMESTIC,561294,3,28-MAY-20,28-MAY-20,21-AUG-20,30-JUN-20,26-AUG-20,26-AUG-20,2,"2,010.04","4,020.08","1,685.54",661.13,,194.38,830.03,,C H BULL CO,1939 DEERE AVE,"Irvine,CA 92606 - US",,
YT307393,F-603-EY-2P M11713,T,YTS-DOMESTIC,561848,1,04-AUG-20,04-AUG-20,06-AUG-20,22-SEP-20,18-SEP-20,18-SEP-20,1,"2,101.18","2,101.18","1,777.45",746.22,,195.67,835.56,,PRO DYNE CORP,2016 MIDWAY DRIVE,"Twinsburg Heights,OH 44087 - US",,
YT307419,F-604-AY-4P,T,YTS-DOMESTIC,561894,1,11-AUG-20,11-AUG-20,13-AUG-20,10-OCT-20,02-OCT-20,02-OCT-20,1,"3,615.00","3,615.00","1,866.72",834.41,,195.87,836.44,,NORTHSHORE MINING COMPANY,10 OUTER DRIVE,SILVER BAY WHSE 27,"SILVER BAY,MN 55614 - US",
YT307681,F-301-HY-1P M11736,T,YTS-DOMESTIC,561734,1,21-JUL-20,21-JUL-20,23-JUL-20,10-OCT-20,01-OCT-20,01-OCT-20,5,775.00,"3,875.00",619.28,271.68,,65.78,281.82,,C H BULL CO,14845 W 64TH AVE,"ARVADA,CO 80007 - US",,
YT307692,F-301-HY-2P,T,YTS-DOMESTIC,561891,1,11-AUG-20,11-AUG-20,11-AUG-20,14-SEP-20,11-SEP-20,11-SEP-20,1,775.00,775.00,658.97,241.50,,79.85,337.62,,DEHN ENGINEERING SALES CO,15209 8TH AVE S,"Burien,WA 98148 - US",,
YT307702,F-301-HY-4P M11738,T,YTS-DOMESTIC,561891,2,11-AUG-20,11-AUG-20,11-AUG-20,14-SEP-20,11-SEP-20,11-SEP-20,1,775.00,775.00,656.15,240.27,,79.55,336.33,,DEHN ENGINEERING SALES CO,15209 8TH AVE S,"Burien,WA 98148 - US",,
YT307706,F-302-HY-4P M11738,T,YTS-DOMESTIC,561602,1,01-JUL-20,01-JUL-20,02-JUL-20,25-SEP-20,17-SEP-20,17-SEP-20,2,805.38,"1,610.76",703.78,277.28,,81.57,344.94,,C H BULL CO,14845 W 64TH AVE,"ARVADA,CO 80007 - US",,
YT307710,F-303-DY-4P M11738,T,YTS-DOMESTIC,561636,1,07-JUL-20,07-JUL-20,09-JUL-20,18-SEP-20,11-SEP-20,11-SEP-20,1,820.88,820.88,723.80,299.95,,81.06,342.79,,NORMAN EQUIPMENT,16150 WEST ROGERS DRIVE,"New Berlin,WI 53151 - US",,
YT307731,F-303-ER-2P M11740,T,YTS-DOMESTIC,561876,1,07-AUG-20,07-AUG-20,11-AUG-20,25-SEP-20,18-SEP-20,18-SEP-20,1,856.22,856.22,731.19,313.50,,80.11,337.58,,PRO DYNE CORP,2475 WYANDOTTE ROAD,"WILLOW GROVE,PA 19090 - US",,
YT307812,HF-301-HY-1P M11748,T,YTS-DOMESTIC,561862,1,05-AUG-20,05-AUG-20,06-AUG-20,07-SEP-20,05-SEP-20,07-SEP-20,2,520.00,"1,040.00",742.66,273.93,,88.38,380.36,,CATERPILLAR INC,DT4110 - TECHNICAL CTR BLDG L,C/O BLDG K RECEIVING DOCK,"MOSSVILLE,IL 61552 - US",
YT308627,XF-303-DR1P - FUEL HEATER GE,7,YTS-DOMESTIC,561199,1,18-MAY-20,18-MAY-20,14-AUG-20,23-SEP-20,18-SEP-20,18-SEP-20,6,447.00,"2,682.00",737.21,372.64,,69.52,295.06,,"WABTEC TRANSPORTATION SYSTEMS, LLC",BARKEYVILLE INDUSTRIAL PARK,156 HARDINGER BLVD.,"GROVE CITY,PA 16127 - US",
YT308627,XF-303-DR1P - FUEL HEATER GE,7,YTS-DOMESTIC,561280,1,27-MAY-20,27-MAY-20,18-AUG-20,14-OCT-20,09-OCT-20,09-OCT-20,3,447.00,"1,341.00",737.21,372.64,,69.52,295.06,,"WABTEC TRANSPORTATION SYSTEMS, LLC",BARKEYVILLE INDUSTRIAL PARK,156 HARDINGER BLVD.,"GROVE CITY,PA 16127 - US",
YT308627,XF-303-DR1P - FUEL HEATER GE,7,YTS-DOMESTIC,561749,1,22-JUL-20,22-JUL-20,18-AUG-20,27-OCT-20,21-OCT-20,21-OCT-20,6,447.00,"2,682.00",737.21,372.64,,69.52,295.06,,"WABTEC TRANSPORTATION SYSTEMS, LLC",BARKEYVILLE INDUSTRIAL PARK,156 HARDINGER BLVD.,"GROVE CITY,PA 16127 - US",
YT308627,XF-303-DR1P - FUEL HEATER GE,7,YTS-DOMESTIC,561754,1,22-JUL-20,22-JUL-20,18-AUG-20,05-NOV-20,30-OCT-20,30-OCT-20,6,447.00,"2,682.00",737.21,372.64,,69.52,295.06,,"WABTEC TRANSPORTATION SYSTEMS, LLC",BARKEYVILLE INDUSTRIAL PARK,156 HARDINGER BLVD.,"GROVE CITY,PA 16127 - US",
YT308627,XF-303-DR1P - FUEL HEATER GE,7,YTS-DOMESTIC,560392,1,04-MAR-20,04-MAR-20,03-AUG-20,22-DEC-20,18-DEC-20,18-DEC-20,15,447.00,"6,705.00",737.21,372.64,,69.52,295.06,,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,
YT308627-002,XF-303-DR-1P - W/ADPTR FTG KIT GE,7,YTS-DOMESTIC,561025,1,30-APR-20,30-APR-20,05-MAY-20,29-SEP-20,25-SEP-20,25-SEP-20,1,524.00,524.00,783.85,419.04,,69.75,295.06,,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,
YT308627-002,XF-303-DR-1P - W/ADPTR FTG KIT GE,7,YTS-DOMESTIC,561283,1,27-MAY-20,27-MAY-20,28-MAY-20,27-OCT-20,23-OCT-20,23-OCT-20,1,524.00,524.00,783.85,419.04,,69.75,295.06,,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,
YT308627-002,XF-303-DR-1P - W/ADPTR FTG KIT GE,7,YTS-DOMESTIC,561751,1,22-JUL-20,22-JUL-20,23-JUL-20,28-DEC-20,23-DEC-20,23-DEC-20,1,524.00,524.00,783.85,419.04,,69.75,295.06,,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,
YT308910,SSF-202-HY-1P,T,YTS-DOMESTIC,561773,1,24-JUL-20,24-JUL-20,20-AUG-20,27-AUG-20,28-OCT-20,28-OCT-20,4,"1,194.00","4,776.00",839.26,179.96,,126.38,532.92,,MRC GLOBAL INC US 830,#172,LA PORTE # 172,"LA PORTE,TX 77571 - US",
YT320285,CAC ABVE 1610 - 30.375 17.000,10,YTS-DOMESTIC,561539,1,24-JUN-20,24-JUN-20,25-JUN-20,15-OCT-20,05-OCT-20,05-OCT-20,1,"8,995.00","8,995.00","4,540.31","1,332.74",,625.78,"2,581.78",,COOPER MACHINERY SERVICES,COOPER ENERGY SERVICES,SUPERIOR COMPRESSOR PLANT,"DOCKS 34, 35, AND 36","HOUSTON,TX 77041 - US"
YT322580,FAN 32 DIA 9 BLD - 1.625BORE .375X.188KEY32.5 DEG,MW,YTS-DOMESTIC,561847,1,03-AUG-20,03-AUG-20,04-AUG-20,11-SEP-20,04-SEP-20,04-SEP-20,1,420.00,420.00,140.42,140.42,,,,,GROVE WORLDWIDE,600 PATROL ROAD,"JEFFERSONVILLE,IN 47130 - US",,
YT329677-901,GASKET RECT - 69.125 10.250 .093 NC711,1,YTS-DOMESTIC,561652,1,09-JUL-20,09-JUL-20,14-JUL-20,03-SEP-20,28-AUG-20,28-AUG-20,36,46.00,"1,656.00",17.20,15.14,,0.40,1.65,,"WABTEC TRANSPORTATION SYSTEMS, LLC",6300 MUIRFIELD DRIVE,"HANOVER PARK,IL 60133-5462 - US",,
YT329807,KIT AXM LOW - WATER LEVEL SWITCH,1,YTS-INTERNATIONAL,561157,4,12-MAY-20,12-MAY-20,02-JUN-20,01-SEP-20,24-AUG-20,24-AUG-20,4,225.00,900.00,128.79,125.04,,1.57,2.19,,TOROMONT CAT,175 AKERLEY BLVD,"DARTMOUTH,NOVA SCOTIA B2Y 3Z6 - CA",,
YT329807,KIT AXM LOW - WATER LEVEL SWITCH,1,YTS-INTERNATIONAL,561686,3,14-JUL-20,15-JUL-20,16-JUL-20,15-JUL-20,18-SEP-20,18-SEP-20,1,199.02,199.02,128.79,125.04,,1.57,2.19,,C H BULL CO,PERKANTORAN KEBON JERUK BARU B,JAKARTA,"JAKARTA,INDONESIA 11530 - ID",
YT329807,KIT AXM LOW - WATER LEVEL SWITCH,1,YTS-INTERNATIONAL,561157,9,12-MAY-20,12-MAY-20,02-JUN-20,01-DEC-20,20-NOV-20,20-NOV-20,4,225.00,900.00,128.79,125.04,,1.57,2.19,,TOROMONT CAT,175 AKERLEY BLVD,"DARTMOUTH,NOVA SCOTIA B2Y 3Z6 - CA",,
YT333089-901,MACH CSTG TANK 4P 12.62 24.56 - GRAY IRON GMLG#40046623,1,YTS-DOMESTIC,561438,1,06-AUG-20,11-JUN-20,14-AUG-20,03-SEP-20,28-AUG-20,28-AUG-20,2,"1,347.00","2,694.00",888.23,621.98,,52.73,175.52,38.00,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT333089-901,MACH CSTG TANK 4P 12.62 24.56 - GRAY IRON GMLG#40046623,1,YTS-DOMESTIC,561488,1,16-JUN-20,16-JUN-20,14-AUG-20,08-SEP-20,04-SEP-20,04-SEP-20,2,"1,347.00","2,694.00",888.23,621.98,,52.73,175.52,38.00,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
YT333089-901,MACH CSTG TANK 4P 12.62 24.56 - GRAY IRON GMLG#40046623,1,YTS-DOMESTIC,561489,1,16-JUN-20,16-JUN-20,14-AUG-20,08-SEP-20,04-SEP-20,04-SEP-20,3,"1,347.00","4,041.00",888.23,621.98,,52.73,175.52,38.00,PROGRESS RAIL LOCOMOTIVE INC.,PROGRESS RAIL PARTS DC,16101 S. OUTER ROAD,"Belton,MO 64012 - US",
